Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,477,403,220.00","29,675,502,270.00","34,590,052,812.00","40,614,350,197.00","47,554,674,591.00","59,775,697,061.00","66,985,765,439.00","61,792,161,168.00","66,490,372,105.00","64,867,483,193.00","61,649,492,817.00","67,523,642,262.00","81,910,771,994.00","99,627,140,274.00","119,000,000,000.00","136,000,000,000.00","155,000,000,000.00","189,000,000,000.00","236,000,000,000.00","206,000,000,000.00","207,000,000,000.00","228,000,000,000.00","207,000,000,000.00","209,000,000,000.00","208,000,000,000.00","187,000,000,000.00","195,000,000,000.00","216,000,000,000.00","245,000,000,000.00",
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"216,000,000,000.00","250,000,000,000.00","300,000,000,000.00","398,000,000,000.00","445,000,000,000.00","491,000,000,000.00","520,000,000,000.00","600,000,000,000.00","740,000,000,000.00","881,000,000,000.00","950,000,000,000.00","800,000,000,000.00","777,000,000,000.00","771,000,000,000.00","725,000,000,000.00","733,000,000,000.00","1,050,000,000,000.00","1,300,000,000,000.00","1,400,000,000,000.00","1,400,000,000,000.00","1,770,000,000,000.00","1,870,000,000,000.00","2,130,000,000,000.00","2,070,000,000,000.00","2,210,000,000,000.00","2,590,000,000,000.00","2,500,000,000,000.00","2,210,000,000,000.00","2,240,000,000,000.00","2,190,000,000,000.00","1,940,000,000,000.00","1,940,000,000,000.00","2,070,000,000,000.00","2,500,000,000,000.00","2,810,000,000,000.00","2,850,000,000,000.00","2,990,000,000,000.00","3,420,000,000,000.00","3,730,000,000,000.00","3,400,000,000,000.00","3,400,000,000,000.00","3,740,000,000,000.00","3,530,000,000,000.00","3,730,000,000,000.00","3,880,000,000,000.00","3,360,000,000,000.00","3,470,000,000,000.00","3,660,000,000,000.00","3,950,000,000,000.00",
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,042,817,163.00","2,216,200,810.00","2,445,484,583.00","2,618,587,757.00","2,766,868,072.00","2,955,912,228.00",
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,"45,872,947.41","57,130,215.56","55,017,758.89","72,804,653.33","82,107,391.11","89,527,576.67","98,665,191.48","109,157,070.70","119,491,933.00","135,161,958.50","151,868,754.40","171,106,184.10","185,137,243.00","201,428,730.00","219,763,222.20","234,058,259.30","245,527,592.60","264,375,666.70","274,522,148.10","292,286,000.00","302,989,185.20","322,409,851.90","331,759,000.00","333,468,888.90","340,205,074.10","333,195,185.20","343,310,666.70","367,199,111.10","364,255,074.10","390,250,148.10","421,375,851.90","458,190,185.20","489,074,333.30","493,824,407.40","501,025,296.30","485,998,000.00","498,296,296.30","520,207,407.40","540,737,037.00","576,229,629.60","519,837,037.00","550,892,592.60",
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,"11,931,739,859.00","13,059,064,375.00","13,505,573,867.00","15,414,902,267.00","17,075,457,600.00","19,085,731,252.00","23,232,379,952.00","30,730,626,663.00","34,160,444,798.00","40,474,406,216.00","44,575,892,473.00","49,784,338,519.00","60,362,931,854.00","70,366,241,969.00","71,127,528,700.00","61,877,813,965.00","60,412,844,679.00","60,644,782,176.00","59,105,236,854.00","62,658,568,287.00","88,078,760,104.00","109,000,000,000.00","116,000,000,000.00","112,000,000,000.00","138,000,000,000.00","139,000,000,000.00","153,000,000,000.00","143,000,000,000.00","156,000,000,000.00","185,000,000,000.00","188,000,000,000.00","174,000,000,000.00","177,000,000,000.00","178,000,000,000.00","164,000,000,000.00","165,000,000,000.00","179,000,000,000.00","218,000,000,000.00","251,000,000,000.00","264,000,000,000.00","283,000,000,000.00","319,000,000,000.00","353,000,000,000.00","321,000,000,000.00","322,000,000,000.00","344,000,000,000.00","327,000,000,000.00","344,000,000,000.00","353,000,000,000.00","303,000,000,000.00","313,000,000,000.00","329,000,000,000.00","356,000,000,000.00",
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,"672,399,700.00","654,100,200.00","824,100,000.00","940,799,900.00","1,025,599,900.00","888,100,000.00","983,900,000.00","1,034,800,000.00","1,079,100,000.00","1,230,500,000.00","1,485,500,000.00","1,666,500,000.00","1,987,400,000.00","2,344,800,000.00","2,925,700,000.00","3,599,200,000.00","3,951,500,000.00","4,587,100,000.00","4,734,400,000.00","5,498,800,000.00","6,761,300,000.00","7,561,300,000.00","8,267,400,000.00","9,220,600,000.00","11,594,000,000.00","5,044,592,945.00","6,122,198,120.00","5,826,987,099.00","5,374,314,928.00","6,686,593,060.00","7,073,675,545.00","9,734,321,854.00","11,356,271,336.00","13,081,042,400.00","14,664,237,667.00","16,598,679,279.00","18,241,691,857.00","20,017,908,829.00","21,672,526,563.00","22,137,599,986.00","24,305,116,729.00","25,599,311,449.00","27,362,875,603.00","21,642,882,856.00","22,692,574,473.00","36,119,047,252.00","38,116,351,526.00","43,965,459,070.00","48,122,601,589.00","48,261,079,523.00","53,860,187,453.00","58,029,773,801.00","60,681,535,893.00","62,682,158,701.00","67,179,956,264.00","71,164,826,721.00","75,704,647,977.00","79,998,045,976.00","85,555,390,387.00",
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,"2,723,648,552.00","2,434,776,646.00","2,001,468,868.00","2,703,014,867.00","2,909,351,793.00","3,136,258,897.00","3,039,834,559.00","3,370,843,066.00","3,852,115,817.00","4,257,218,772.00","4,863,487,493.00","5,077,222,367.00","6,761,786,387.00","8,715,105,930.00","13,209,713,643.00","15,557,934,268.00","17,728,347,375.00","20,971,901,273.00","26,364,491,313.00","33,243,422,158.00","42,345,277,342.00","44,348,672,668.00","45,207,088,716.00","48,801,369,800.00","53,698,278,906.00","57,937,868,670.00","63,696,301,893.00","66,742,267,773.00","59,089,067,187.00","55,631,489,802.00","62,045,099,643.00","45,715,367,087.00","48,003,298,223.00","49,946,455,211.00","42,542,571,306.00","41,764,052,458.00","46,941,496,780.00","48,177,862,502.00","48,187,747,529.00","48,639,108,361.00","54,786,074,940.00","54,743,249,369.00","56,758,113,501.00","67,866,141,224.00","85,324,767,230.00","103,000,000,000.00","117,000,000,000.00","135,000,000,000.00","171,000,000,000.00","137,000,000,000.00","161,000,000,000.00","200,000,000,000.00","209,000,000,000.00","210,000,000,000.00","214,000,000,000.00","166,000,000,000.00","160,000,000,000.00","167,000,000,000.00","174,000,000,000.00",
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,"80,254,555,640.00","70,449,585,728.00","64,557,035,180.00","69,906,308,932.00","81,049,247,321.00","94,586,041,935.00","104,000,000,000.00","100,000,000,000.00","101,000,000,000.00","114,000,000,000.00","127,000,000,000.00","136,000,000,000.00","155,000,000,000.00","195,000,000,000.00","220,000,000,000.00","247,000,000,000.00","251,000,000,000.00","290,000,000,000.00","280,000,000,000.00","325,000,000,000.00","375,000,000,000.00","400,000,000,000.00","420,000,000,000.00","440,000,000,000.00","478,000,000,000.00","524,000,000,000.00","522,000,000,000.00","516,000,000,000.00","572,000,000,000.00","619,000,000,000.00","663,000,000,000.00","720,000,000,000.00","806,000,000,000.00","885,000,000,000.00","1,060,000,000,000.00","1,310,000,000,000.00","1,510,000,000,000.00","1,560,000,000,000.00","1,430,000,000,000.00","1,580,000,000,000.00","1,740,000,000,000.00","1,850,000,000,000.00","2,040,000,000,000.00","2,310,000,000,000.00","2,680,000,000,000.00","3,110,000,000,000.00","3,740,000,000,000.00","4,730,000,000,000.00","5,990,000,000,000.00","6,490,000,000,000.00","7,870,000,000,000.00","9,610,000,000,000.00","10,700,000,000,000.00","11,800,000,000,000.00","12,700,000,000,000.00","13,200,000,000,000.00","13,500,000,000,000.00","14,700,000,000,000.00","16,300,000,000,000.00",
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,"153,000,000,000.00","153,000,000,000.00","159,000,000,000.00","168,000,000,000.00","193,000,000,000.00","209,000,000,000.00","206,000,000,000.00","217,000,000,000.00","235,000,000,000.00","262,000,000,000.00","279,000,000,000.00","301,000,000,000.00","331,000,000,000.00","423,000,000,000.00","593,000,000,000.00","636,000,000,000.00","694,000,000,000.00","775,000,000,000.00","858,000,000,000.00","1,040,000,000,000.00","1,300,000,000,000.00","1,450,000,000,000.00","1,380,000,000,000.00","1,390,000,000,000.00","1,380,000,000,000.00","1,410,000,000,000.00","1,430,000,000,000.00","1,430,000,000,000.00","1,530,000,000,000.00","1,550,000,000,000.00","1,820,000,000,000.00","1,930,000,000,000.00","2,110,000,000,000.00","2,320,000,000,000.00","2,430,000,000,000.00","2,490,000,000,000.00","2,720,000,000,000.00","2,910,000,000,000.00","2,870,000,000,000.00","3,040,000,000,000.00","3,300,000,000,000.00","3,260,000,000,000.00","3,170,000,000,000.00","3,520,000,000,000.00","4,090,000,000,000.00","4,770,000,000,000.00","5,470,000,000,000.00","6,490,000,000,000.00","7,310,000,000,000.00","7,040,000,000,000.00","8,550,000,000,000.00","9,590,000,000,000.00","10,100,000,000,000.00","10,200,000,000,000.00","10,600,000,000,000.00","10,300,000,000,000.00","10,500,000,000,000.00","11,400,000,000,000.00","11,600,000,000,000.00",
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,"153,000,000,000.00","154,000,000,000.00","157,000,000,000.00","175,000,000,000.00","202,000,000,000.00","225,000,000,000.00","251,000,000,000.00","272,000,000,000.00","300,000,000,000.00","345,000,000,000.00","407,000,000,000.00","453,000,000,000.00","562,000,000,000.00","741,000,000,000.00","853,000,000,000.00","934,000,000,000.00","1,030,000,000,000.00","1,220,000,000,000.00","1,540,000,000,000.00","1,680,000,000,000.00","1,810,000,000,000.00","2,000,000,000,000.00","1,960,000,000,000.00","2,080,000,000,000.00","2,230,000,000,000.00","2,360,000,000,000.00","3,080,000,000,000.00","3,620,000,000,000.00","4,350,000,000,000.00","4,530,000,000,000.00","4,730,000,000,000.00","5,340,000,000,000.00","5,840,000,000,000.00","6,530,000,000,000.00","7,300,000,000,000.00","8,300,000,000,000.00","7,990,000,000,000.00","7,650,000,000,000.00","6,860,000,000,000.00","7,660,000,000,000.00","8,280,000,000,000.00","7,700,000,000,000.00","7,820,000,000,000.00","8,600,000,000,000.00","9,650,000,000,000.00","10,300,000,000,000.00","10,900,000,000,000.00","12,200,000,000,000.00","14,100,000,000,000.00","14,500,000,000,000.00","16,900,000,000,000.00","19,600,000,000,000.00","21,000,000,000,000.00","21,200,000,000,000.00","21,900,000,000,000.00","21,800,000,000,000.00","22,500,000,000,000.00","23,900,000,000,000.00","25,900,000,000,000.00",
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"904,000,000,000.00","878,000,000,000.00","933,000,000,000.00","901,000,000,000.00","829,000,000,000.00","814,000,000,000.00","707,000,000,000.00","760,000,000,000.00","766,000,000,000.00","796,000,000,000.00","747,000,000,000.00","627,000,000,000.00","698,000,000,000.00","693,000,000,000.00","793,000,000,000.00","1,000,000,000,000.00","1,320,000,000,000.00","1,680,000,000,000.00","2,060,000,000,000.00","2,670,000,000,000.00","3,310,000,000,000.00","2,600,000,000,000.00","3,110,000,000,000.00","3,840,000,000,000.00","4,070,000,000,000.00","4,330,000,000,000.00","4,040,000,000,000.00","3,090,000,000,000.00","2,960,000,000,000.00","3,320,000,000,000.00","3,410,000,000,000.00",
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,"740,000,000,000.00","797,000,000,000.00","833,000,000,000.00","922,000,000,000.00","1,020,000,000,000.00","1,150,000,000,000.00","1,380,000,000,000.00","1,760,000,000,000.00","1,990,000,000,000.00","2,320,000,000,000.00","2,420,000,000,000.00","2,730,000,000,000.00","3,350,000,000,000.00","4,090,000,000,000.00","4,620,000,000,000.00","4,110,000,000,000.00","3,960,000,000,000.00","3,850,000,000,000.00","3,700,000,000,000.00","3,820,000,000,000.00","5,220,000,000,000.00","6,450,000,000,000.00","7,180,000,000,000.00","7,280,000,000,000.00","8,900,000,000,000.00","9,160,000,000,000.00","9,820,000,000,000.00","9,010,000,000,000.00","9,410,000,000,000.00","10,900,000,000,000.00","11,100,000,000,000.00","10,500,000,000,000.00","10,800,000,000,000.00","10,700,000,000,000.00","10,000,000,000,000.00","10,100,000,000,000.00","11,100,000,000,000.00","13,500,000,000,000.00","15,700,000,000,000.00","16,700,000,000,000.00","18,100,000,000,000.00","21,200,000,000,000.00","23,300,000,000,000.00","20,500,000,000,000.00","21,000,000,000,000.00","23,200,000,000,000.00","22,400,000,000,000.00","23,400,000,000,000.00","23,700,000,000,000.00","20,400,000,000,000.00","20,400,000,000,000.00","21,600,000,000,000.00","23,100,000,000,000.00",
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,"2,069,465,326.00","1,753,850,417.00","1,518,208,221.00","1,824,344,492.00","2,244,146,868.00","2,387,048,255.00","2,429,309,514.00","2,553,596,092.00","2,582,180,794.00","3,112,166,848.00","2,862,504,170.00","2,754,220,263.00","3,185,987,235.00","3,891,755,552.00","6,599,259,421.00","7,731,677,257.00","9,091,924,305.00","11,026,346,590.00","11,922,502,171.00","14,175,166,008.00","17,881,514,683.00","21,810,767,209.00","19,929,853,575.00","17,152,483,214.00","16,912,515,183.00","17,149,094,590.00","15,314,143,988.00","13,945,431,882.00","13,051,886,552.00","13,890,828,708.00","15,239,278,100.00","16,988,535,268.00","18,094,238,119.00","18,938,717,359.00","22,708,673,337.00","24,432,884,442.00","25,226,393,197.00","28,162,053,027.00","27,981,896,948.00","19,645,272,636.00","18,327,764,882.00","24,468,324,000.00","28,548,945,000.00","32,432,858,000.00","36,591,661,000.00","41,507,085,000.00","46,802,044,000.00","51,007,777,000.00","61,762,635,000.00","62,519,686,000.00","69,555,367,000.00","79,276,664,000.00","87,924,544,000.00","95,129,659,000.00","102,000,000,000.00","99,290,381,000.00","99,937,696,000.00","104,000,000,000.00","108,000,000,000.00",
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"4,948,667,540.00","5,278,005,612.00","5,605,484,299.00","5,932,242,991.00","6,524,455,206.00","8,042,200,452.00","8,609,283,346.00","9,299,638,056.00","10,098,534,613.00","9,228,963,225.00","11,632,178,869.00","13,315,988,083.00","14,400,806,876.00","14,811,704,063.00","18,020,571,429.00","21,669,908,177.00","22,136,081,081.00","27,655,172,414.00","30,966,239,814.00","33,971,188,992.00","39,053,502,251.00","41,253,507,951.00","40,455,616,654.00","34,980,124,929.00","39,756,299,050.00","42,978,914,311.00","37,387,836,491.00","41,855,986,519.00","46,578,631,453.00","51,897,983,393.00","60,159,245,060.00","67,629,716,981.00","78,436,578,171.00","84,828,807,556.00","90,710,704,807.00","99,838,543,960.00","97,632,008,710.00","87,850,683,979.00","82,924,503,943.00","78,845,185,293.00","89,685,725,230.00","107,000,000,000.00","130,000,000,000.00","163,000,000,000.00","189,000,000,000.00","219,000,000,000.00","236,000,000,000.00","279,000,000,000.00","289,000,000,000.00","306,000,000,000.00","333,000,000,000.00","333,000,000,000.00","235,000,000,000.00","251,000,000,000.00",
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,"245,000,000,000.00","269,000,000,000.00","299,000,000,000.00","335,000,000,000.00","373,000,000,000.00","408,000,000,000.00","445,000,000,000.00","484,000,000,000.00","519,000,000,000.00","579,000,000,000.00","643,000,000,000.00","729,000,000,000.00","880,000,000,000.00","1,140,000,000,000.00","1,300,000,000,000.00","1,500,000,000,000.00","1,570,000,000,000.00","1,780,000,000,000.00","2,180,000,000,000.00","2,650,000,000,000.00","2,960,000,000,000.00","2,580,000,000,000.00","2,490,000,000,000.00","2,430,000,000,000.00","2,330,000,000,000.00","2,400,000,000,000.00","3,360,000,000,000.00","4,160,000,000,000.00","4,580,000,000,000.00","4,670,000,000,000.00","5,880,000,000,000.00","6,110,000,000,000.00","6,740,000,000,000.00","6,170,000,000,000.00","6,510,000,000,000.00","7,520,000,000,000.00","7,610,000,000,000.00","6,950,000,000,000.00","7,150,000,000,000.00","7,110,000,000,000.00","6,480,000,000,000.00","6,590,000,000,000.00","7,170,000,000,000.00","8,840,000,000,000.00","10,100,000,000,000.00","10,500,000,000,000.00","11,200,000,000,000.00","12,900,000,000,000.00","14,100,000,000,000.00","12,900,000,000,000.00","12,600,000,000,000.00","13,600,000,000,000.00","12,600,000,000,000.00","13,200,000,000,000.00","13,500,000,000,000.00","11,700,000,000,000.00","12,000,000,000,000.00","12,600,000,000,000.00","13,600,000,000,000.00",
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"477,101,651.60","467,872,714.80","531,688,311.70","578,015,625.00","693,535,954.20","686,490,090.10","745,526,154.90","688,921,325.70","706,370,815.60","752,368,495.50","729,321,366.70","870,247,703.20","1,109,054,005.00","1,098,425,901.00","1,211,161,880.00","1,317,974,491.00","1,380,188,800.00","1,856,695,551.00","2,117,039,512.00","2,607,739,837.00",,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,"12,072,126,075.00","13,834,300,571.00","16,138,545,209.00","19,074,913,948.00","21,343,844,644.00","24,756,958,695.00","28,721,062,242.00","31,647,119,228.00","31,475,548,481.00","36,038,711,600.00","40,992,995,959.00","46,619,420,120.00","59,132,415,739.00","78,639,527,127.00","97,274,005,192.00","115,000,000,000.00","119,000,000,000.00","132,000,000,000.00","161,000,000,000.00","215,000,000,000.00","233,000,000,000.00","203,000,000,000.00","196,000,000,000.00","171,000,000,000.00","172,000,000,000.00","181,000,000,000.00","251,000,000,000.00","319,000,000,000.00","376,000,000,000.00","415,000,000,000.00","537,000,000,000.00","577,000,000,000.00","631,000,000,000.00","525,000,000,000.00","531,000,000,000.00","615,000,000,000.00","643,000,000,000.00","590,000,000,000.00","619,000,000,000.00","635,000,000,000.00","597,000,000,000.00","627,000,000,000.00","705,000,000,000.00","905,000,000,000.00","1,070,000,000,000.00","1,150,000,000,000.00","1,260,000,000,000.00","1,470,000,000,000.00","1,630,000,000,000.00","1,490,000,000,000.00","1,420,000,000,000.00","1,480,000,000,000.00","1,320,000,000,000.00","1,350,000,000,000.00","1,370,000,000,000.00","1,200,000,000,000.00","1,230,000,000,000.00","1,310,000,000,000.00","1,420,000,000,000.00",
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,006,982,535.00","4,116,735,207.00","4,497,823,918.00","4,780,169,853.00","5,147,711,226.00","5,665,917,232.00","5,762,048,126.00","5,694,069,842.00","6,259,258,258.00","7,372,457,191.00","9,877,636,518.00","12,144,397,516.00","14,098,326,328.00","17,012,321,791.00","22,445,582,946.00","24,371,299,985.00","19,744,110,447.00","19,685,033,799.00","23,394,843,529.00","23,192,709,239.00","25,271,407,239.00","26,773,472,962.00","23,048,864,243.00","23,996,451,498.00","26,792,757,827.00","30,732,144,529.00",
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,"7,324,903,188.00","7,707,678,019.00","8,567,890,821.00","8,096,302,367.00","9,480,840,483.00","9,848,600,870.00","10,527,338,647.00","10,908,935,749.00","11,476,584,879.00","12,175,166,763.00","13,463,868,357.00","10,492,993,078.00","8,830,712,714.00","6,927,950,565.00","7,663,984,568.00","8,547,939,731.00","8,589,211,390.00","7,818,224,906.00","7,700,833,482.00","8,242,392,104.00","8,231,326,016.00","7,850,809,498.00","8,623,691,300.00","10,131,187,261.00","12,401,139,454.00","15,280,861,835.00","19,707,616,773.00","27,066,912,635.00","32,437,389,116.00","29,933,790,334.00","31,952,763,089.00","43,310,721,414.00","47,648,211,133.00","55,612,228,234.00","64,589,334,979.00","74,296,618,481.00","81,760,441,159.00","84,355,604,753.00",
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,"364,000,000,000.00","396,000,000,000.00","432,000,000,000.00","477,000,000,000.00","528,000,000,000.00","575,000,000,000.00","624,000,000,000.00","671,000,000,000.00","700,000,000,000.00","775,000,000,000.00","862,000,000,000.00","975,000,000,000.00","1,170,000,000,000.00","1,480,000,000,000.00","1,670,000,000,000.00","1,940,000,000,000.00","2,010,000,000,000.00","2,280,000,000,000.00","2,790,000,000,000.00","3,410,000,000,000.00","3,890,000,000,000.00","3,440,000,000,000.00","3,310,000,000,000.00","3,210,000,000,000.00","3,080,000,000,000.00","3,190,000,000,000.00","4,370,000,000,000.00","5,410,000,000,000.00","6,030,000,000,000.00","6,160,000,000,000.00","7,640,000,000,000.00","7,900,000,000,000.00","8,610,000,000,000.00","7,840,000,000,000.00","8,310,000,000,000.00","9,640,000,000,000.00","9,840,000,000,000.00","9,290,000,000,000.00","9,620,000,000,000.00","9,600,000,000,000.00","8,920,000,000,000.00","9,030,000,000,000.00","9,830,000,000,000.00","12,000,000,000,000.00","13,800,000,000,000.00","14,400,000,000,000.00","15,400,000,000,000.00","17,800,000,000,000.00","19,200,000,000,000.00","17,100,000,000,000.00","17,000,000,000,000.00","18,400,000,000,000.00","17,300,000,000,000.00","18,100,000,000,000.00","18,700,000,000,000.00","16,500,000,000,000.00","16,600,000,000,000.00","17,400,000,000,000.00","18,800,000,000,000.00",
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,000,000,000.00","202,000,000,000.00","194,000,000,000.00","220,000,000,000.00","256,000,000,000.00","311,000,000,000.00","368,000,000,000.00","453,000,000,000.00","585,000,000,000.00","546,000,000,000.00","650,000,000,000.00","708,000,000,000.00","820,000,000,000.00","857,000,000,000.00","861,000,000,000.00","775,000,000,000.00","759,000,000,000.00","844,000,000,000.00","841,000,000,000.00",
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,"5,224,102,196.00","5,921,659,485.00","6,340,580,854.00","6,885,920,329.00","7,766,655,086.00","8,589,340,019.00","9,208,524,505.00","9,368,954,010.00","8,823,033,880.00","10,070,766,721.00","11,357,517,271.00","12,527,405,087.00","14,743,185,403.00","19,472,363,155.00","24,848,821,333.00","29,472,623,727.00","31,849,514,233.00","33,499,799,174.00","36,256,160,722.00","44,465,255,381.00","53,645,202,423.00","52,448,332,874.00","52,797,582,336.00","50,973,526,900.00","52,888,800,950.00","55,875,863,392.00","73,531,550,551.00","91,594,751,792.00","109,000,000,000.00","119,000,000,000.00","141,000,000,000.00","128,000,000,000.00","113,000,000,000.00","89,214,114,708.00","103,000,000,000.00","134,000,000,000.00","132,000,000,000.00","127,000,000,000.00","134,000,000,000.00","135,000,000,000.00","126,000,000,000.00","129,000,000,000.00","140,000,000,000.00","171,000,000,000.00","197,000,000,000.00","205,000,000,000.00","217,000,000,000.00","256,000,000,000.00","285,000,000,000.00","252,000,000,000.00","249,000,000,000.00","275,000,000,000.00","258,000,000,000.00","271,000,000,000.00","274,000,000,000.00","235,000,000,000.00","241,000,000,000.00","254,000,000,000.00","277,000,000,000.00",
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,"112,328,422.10","116,987,784.90","122,906,435.00","129,454,728.60","140,032,741.50","147,084,750.00","150,603,925.50","162,625,885.90","166,952,937.10","182,182,067.70","219,878,482.20","247,749,327.70","316,650,509.00","425,963,359.40","558,589,870.90","684,268,280.80","694,552,411.70","719,533,137.10","829,239,489.80","1,019,743,927.00","1,202,567,359.00","1,235,899,836.00","1,194,015,444.00","1,123,107,276.00","1,177,997,414.00","1,141,210,125.00","1,290,228,617.00","1,177,908,192.00","1,109,976,928.00","1,182,686,577.00","1,337,024,782.00","1,383,843,860.00","1,531,803,061.00","1,635,426,125.00","1,825,285,158.00","1,970,347,721.00","2,129,266,728.00","2,093,994,597.00","1,656,784,780.00","1,942,170,999.00","1,684,109,743.00","1,660,102,346.00","1,842,691,481.00","2,315,935,753.00","2,727,507,213.00","3,006,725,015.00","3,102,741,451.00","3,405,050,612.00","3,523,185,920.00","2,870,624,636.00","3,140,508,836.00","3,774,530,616.00","3,972,012,571.00","4,190,143,206.00","4,856,963,230.00","4,682,546,863.00","4,930,204,220.00","5,353,404,419.00","5,536,759,659.00",
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,"62,225,478,001.00","67,461,644,222.00","75,607,529,810.00","84,759,195,106.00","94,007,851,047.00","102,000,000,000.00","110,000,000,000.00","119,000,000,000.00","130,000,000,000.00","142,000,000,000.00","148,000,000,000.00","166,000,000,000.00","203,000,000,000.00","264,000,000,000.00","286,000,000,000.00","361,000,000,000.00","372,000,000,000.00","410,000,000,000.00","507,000,000,000.00","614,000,000,000.00","701,000,000,000.00","616,000,000,000.00","585,000,000,000.00","560,000,000,000.00","531,000,000,000.00","553,000,000,000.00","771,000,000,000.00","934,000,000,000.00","1,020,000,000,000.00","1,030,000,000,000.00","1,270,000,000,000.00","1,270,000,000,000.00","1,400,000,000,000.00","1,320,000,000,000.00","1,390,000,000,000.00","1,600,000,000,000.00","1,610,000,000,000.00","1,450,000,000,000.00","1,500,000,000,000.00","1,490,000,000,000.00","1,360,000,000,000.00","1,380,000,000,000.00","1,490,000,000,000.00","1,840,000,000,000.00","2,120,000,000,000.00","2,200,000,000,000.00","2,320,000,000,000.00","2,660,000,000,000.00","2,920,000,000,000.00","2,690,000,000,000.00","2,640,000,000,000.00","2,860,000,000,000.00","2,680,000,000,000.00","2,810,000,000,000.00","2,850,000,000,000.00","2,440,000,000,000.00","2,470,000,000,000.00","2,590,000,000,000.00","2,780,000,000,000.00",
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,107,882,641.00","1,120,280,382.00","1,058,702,725.00","1,147,654,635.00","1,262,669,892.00","1,494,011,567.00","1,688,237,552.00","1,727,792,693.00","1,984,445,416.00","2,290,133,549.00","2,432,415,998.00","2,268,387,771.00","2,320,424,601.00","2,490,807,831.00","2,366,301,252.00","2,627,049,837.00","2,850,743,875.00","2,518,096,286.00","2,689,157,271.00",,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,"106,500,000.00",,,"112,210,000.00","116,700,000.00","124,700,000.00","135,200,000.00","147,200,000.00","166,200,000.00","178,100,000.00","198,400,000.00","202,500,000.00","221,575,348.00","218,534,683.20","206,626,303.60","218,873,091.40","220,140,471.80","233,271,799.50","240,970,949.00","242,517,241.20","245,432,897.20","240,236,020.60","250,281,881.20","253,541,864.20","256,787,150.90","263,145,104.60","280,284,568.10","296,944,122.00","311,301,557.10","327,248,654.80","317,214,350.10","319,271,156.40","316,489,947.50","332,265,162.50","366,666,808.60","401,932,279.00",
