Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Denmark,DNK,"Population, total",SP.POP.TOTL,"4,579,603.00","4,611,687.00","4,647,727.00","4,684,483.00","4,722,072.00","4,759,012.00","4,797,381.00","4,835,354.00","4,864,883.00","4,891,860.00","4,928,757.00","4,963,126.00","4,991,596.00","5,021,861.00","5,045,297.00","5,059,862.00","5,072,596.00","5,088,419.00","5,104,248.00","5,116,801.00","5,123,027.00","5,121,572.00","5,117,810.00","5,114,297.00","5,111,619.00","5,113,691.00","5,120,534.00","5,127,024.00","5,129,516.00","5,132,594.00","5,140,939.00","5,154,298.00","5,171,370.00","5,188,628.00","5,206,180.00","5,233,373.00","5,263,074.00","5,284,991.00","5,304,219.00","5,321,799.00","5,339,616.00","5,358,783.00","5,375,931.00","5,390,574.00","5,404,523.00","5,419,432.00","5,437,272.00","5,461,438.00","5,493,621.00","5,523,095.00","5,547,683.00","5,570,572.00","5,591,572.00","5,614,932.00","5,643,475.00","5,683,483.00","5,728,010.00","5,764,980.00","5,797,446.00",
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,"3,294,224.00","3,406,280.00","3,521,018.00","3,638,109.00","3,757,132.00","3,877,765.00","3,999,796.00","4,123,092.00","4,247,558.00","4,373,124.00","4,499,720.00","4,627,210.00","4,755,459.00","4,884,461.00","5,014,189.00","5,144,637.00","5,275,770.00","5,407,500.00","5,539,590.00","5,671,797.00","5,803,927.00","5,935,909.00","6,067,770.00","6,199,661.00","6,331,764.00","6,464,229.00","6,596,962.00","6,729,933.00","6,863,441.00","6,997,888.00","7,133,494.00","7,270,409.00","7,408,342.00","7,546,463.00","7,683,707.00","7,819,247.00","7,952,763.00","8,084,407.00","8,214,426.00","8,343,283.00","8,471,321.00","8,598,601.00","8,724,975.00","8,850,317.00","8,974,444.00","9,097,257.00","9,218,686.00","9,338,861.00","9,458,075.00","9,576,737.00","9,695,121.00","9,813,210.00","9,930,911.00","10,048,224.00","10,165,178.00","10,281,680.00","10,397,743.00","10,513,131.00","10,627,165.00",
Algeria,DZA,"Population, total",SP.POP.TOTL,"11,057,863.00","11,336,339.00","11,619,828.00","11,912,803.00","12,221,675.00","12,550,885.00","12,902,627.00","13,275,026.00","13,663,583.00","14,061,722.00","14,464,985.00","14,872,250.00","15,285,990.00","15,709,825.00","16,149,025.00","16,607,707.00","17,085,801.00","17,582,904.00","18,102,266.00","18,647,815.00","19,221,665.00","19,824,301.00","20,452,902.00","21,101,875.00","21,763,575.00","22,431,502.00","23,102,389.00","23,774,284.00","24,443,467.00","25,106,190.00","25,758,869.00","26,400,479.00","27,028,326.00","27,635,515.00","28,213,774.00","28,757,785.00","29,266,405.00","29,742,979.00","30,192,754.00","30,623,406.00","31,042,235.00","31,451,514.00","31,855,109.00","32,264,157.00","32,692,163.00","33,149,724.00","33,641,002.00","34,166,972.00","34,730,608.00","35,333,881.00","35,977,455.00","36,661,444.00","37,383,887.00","38,140,132.00","38,923,687.00","39,728,025.00","40,551,404.00","41,389,198.00","42,228,429.00",
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,"894,880,101.00","894,484,115.00","906,418,827.00","929,639,988.00","952,499,842.00","976,366,448.00","1,003,805,626.00","1,030,347,262.00","1,057,855,221.00","1,087,061,065.00","1,117,169,518.00","1,147,914,103.00","1,176,916,274.00","1,204,963,130.00","1,231,488,459.00","1,255,575,508.00","1,277,794,190.00","1,298,410,796.00","1,318,993,009.00","1,339,882,617.00","1,360,444,852.00","1,381,740,161.00","1,405,396,789.00","1,429,187,408.00","1,451,910,036.00","1,475,348,519.00","1,500,319,170.00","1,526,783,271.00","1,553,557,307.00","1,579,675,516.00","1,605,197,175.00","1,629,641,399.00","1,652,538,259.00","1,674,590,518.00","1,696,474,639.00","1,717,912,312.00","1,738,960,485.00","1,759,761,226.00","1,779,799,008.00","1,798,649,990.00","1,816,466,142.00","1,833,433,229.00","1,849,617,640.00","1,865,142,700.00","1,880,258,797.00","1,895,285,323.00","1,909,901,290.00","1,924,028,068.00","1,938,067,140.00","1,952,027,348.00","1,965,964,309.00","1,980,045,666.00","1,994,401,378.00","2,008,932,012.00","2,023,609,315.00","2,038,202,511.00","2,053,116,851.00","2,068,155,660.00","2,081,651,801.00",
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,"980,085,256.00","1,003,279,186.00","1,027,290,366.00","1,052,059,966.00","1,077,621,038.00","1,103,954,709.00","1,131,050,085.00","1,158,974,343.00","1,187,602,236.00","1,216,984,739.00","1,247,114,277.00","1,277,990,369.00","1,309,615,000.00","1,342,025,603.00","1,375,099,398.00","1,408,837,332.00","1,443,191,766.00","1,478,222,903.00","1,514,191,924.00","1,551,478,689.00","1,590,290,482.00","1,630,688,780.00","1,672,527,054.00","1,715,519,001.00","1,759,236,282.00","1,803,388,664.00","1,847,860,252.00","1,892,643,036.00","1,937,555,154.00","1,982,404,841.00","2,029,207,305.00","2,073,777,602.00","2,117,950,211.00","2,161,909,784.00","2,205,893,669.00","2,250,115,643.00","2,294,686,411.00","2,339,478,706.00","2,384,215,228.00","2,428,682,278.00","2,472,913,805.00","2,516,715,617.00","2,560,162,782.00","2,603,385,880.00","2,646,598,382.00","2,689,939,785.00","2,733,462,527.00","2,777,145,806.00","2,820,903,724.00","2,864,614,907.00","2,908,287,643.00","2,951,856,336.00","2,994,852,889.00","3,037,662,926.00","3,080,325,473.00","3,122,841,922.00","3,165,142,287.00","3,207,188,541.00","3,249,140,605.00",
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,"1,040,958,103.00","1,044,544,622.00","1,059,018,809.00","1,084,796,352.00","1,110,214,377.00","1,136,691,455.00","1,166,600,015.00","1,195,269,923.00","1,224,531,259.00","1,257,454,897.00","1,290,384,064.00","1,324,084,715.00","1,355,934,900.00","1,386,188,710.00","1,416,257,366.00","1,443,359,147.00","1,467,569,010.00","1,490,449,457.00","1,513,227,369.00","1,536,434,993.00","1,559,194,619.00","1,582,789,699.00","1,608,678,553.00","1,634,539,937.00","1,659,131,214.00","1,684,294,889.00","1,710,989,831.00","1,739,071,545.00","1,767,429,690.00","1,795,159,128.00","1,822,193,192.00","1,848,222,188.00","1,872,480,731.00","1,895,897,521.00","1,919,359,723.00","1,942,431,457.00","1,965,146,504.00","1,987,315,562.00","2,008,705,489.00","2,028,650,274.00","2,047,640,119.00","2,065,912,076.00","2,083,186,112.00","2,099,602,439.00","2,115,458,616.00","2,131,146,832.00","2,146,744,075.00","2,161,785,573.00","2,177,119,142.00","2,192,059,415.00","2,206,884,624.00","2,221,673,110.00","2,236,819,053.00","2,252,046,977.00","2,267,482,299.00","2,282,855,831.00","2,298,514,046.00","2,314,202,003.00","2,328,220,870.00",
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,"275,147,578.00","279,443,876.00","283,762,877.00","288,099,625.00","292,424,434.00","296,682,673.00","300,278,116.00","303,940,876.00","307,516,657.00","311,023,409.00","314,539,976.00","318,052,830.00","321,560,922.00","325,046,534.00","328,549,115.00","332,071,182.00","335,746,714.00","339,361,874.00","342,936,802.00","346,489,990.00","350,139,462.00","353,859,116.00","357,399,180.00","360,920,890.00","364,686,101.00","368,464,042.00","372,210,556.00","375,941,782.00","379,557,335.00","382,800,641.00","385,427,601.00","387,394,807.00","389,005,125.00","390,255,767.00","390,879,149.00","391,293,819.00","391,652,704.00","392,007,080.00","392,243,961.00","392,211,706.00","392,301,484.00","392,050,558.00","391,720,978.00","391,882,450.00","392,243,981.00","392,658,986.00","393,216,869.00","393,919,037.00","394,991,819.00","396,743,394.00","398,783,138.00","401,012,737.00","403,265,869.00","405,778,196.00","408,278,056.00","410,844,329.00","413,361,214.00","415,710,935.00","417,797,257.00",
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,"667,253,650.00","674,962,981.00","682,921,730.00","690,946,639.00","698,901,133.00","706,626,086.00","713,395,321.00","719,979,928.00","726,307,440.00","732,494,115.00","738,123,474.00","743,747,729.00","749,899,411.00","755,883,707.00","761,661,778.00","767,264,967.00","772,775,173.00","778,073,497.00","783,310,523.00","788,572,897.00","794,002,749.00","799,296,289.00","804,063,632.00","808,620,566.00","813,373,068.00","818,222,369.00","823,200,868.00","828,219,836.00","833,273,189.00","838,162,533.00","842,570,541.00","846,356,322.00","849,757,442.00","852,712,876.00","854,685,450.00","856,212,881.00","857,577,538.00","858,882,872.00","860,015,493.00","861,035,457.00","861,993,393.00","863,083,216.00","864,648,977.00","866,925,884.00","869,516,666.00","872,163,396.00","874,862,170.00","878,004,122.00","881,531,261.00","885,170,595.00","888,627,318.00","890,862,941.00","894,486,795.00","898,766,094.00","903,129,978.00","907,498,192.00","911,812,364.00","915,420,161.00","918,793,590.00",
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,543,666.00","4,674,172.00","4,809,201.00","4,948,986.00","5,093,854.00","5,243,977.00","5,399,422.00","5,560,012.00","5,725,459.00","5,895,367.00","6,069,376.00","6,247,418.00","6,429,379.00","6,614,843.00","6,803,280.00","6,994,334.00","7,187,787.00","7,383,724.00","7,582,353.00","7,784,072.00","7,989,186.00","8,197,652.00","8,409,397.00","8,624,594.00","8,843,462.00","9,066,109.00","9,292,474.00","9,522,360.00","9,755,579.00","9,991,870.00","10,230,934.00","10,472,475.00","10,716,129.00","10,961,466.00","11,208,001.00","11,455,204.00","11,703,174.00","11,951,452.00","12,198,449.00","12,442,115.00","12,681,123.00","12,914,667.00","13,143,465.00","13,369,678.00","13,596,388.00","13,825,847.00","14,059,384.00","14,296,557.00","14,535,739.00","14,774,424.00","15,011,117.00","15,243,883.00","15,474,102.00","15,707,474.00","15,951,838.00","16,212,020.00","16,491,115.00","16,785,361.00","17,084,357.00",
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,"26,632,894.00","27,366,237.00","28,112,256.00","28,871,383.00","29,644,875.00","30,433,022.00","31,237,600.00","32,056,510.00","32,881,848.00","33,703,139.00","34,513,850.00","35,311,910.00","36,102,659.00","36,896,554.00","37,708,146.00","38,549,142.00","39,422,730.00","40,329,589.00","41,275,736.00","42,267,435.00","43,309,063.00","44,400,113.00","45,539,296.00","46,728,286.00","47,968,642.00","49,258,732.00","50,602,354.00","51,991,700.00","53,399,246.00","54,788,685.00","56,134,475.00","57,424,549.00","58,666,814.00","59,880,658.00","61,095,804.00","62,334,034.00","63,601,629.00","64,892,270.00","66,200,269.00","67,515,591.00","68,831,561.00","70,152,661.00","71,485,043.00","72,826,097.00","74,172,073.00","75,523,569.00","76,873,663.00","78,232,126.00","79,636,079.00","81,134,798.00","82,761,235.00","84,529,250.00","86,422,240.00","88,404,640.00","90,424,654.00","92,442,547.00","94,447,072.00","96,442,593.00","98,423,595.00",
Euro area,EMU,"Population, total",SP.POP.TOTL,"265,203,934.00","267,621,101.00","270,110,056.00","272,655,378.00","275,163,387.00","277,650,957.00","279,969,040.00","281,974,883.00","283,866,409.00","285,778,637.00","287,338,845.00","288,923,420.00","290,874,595.00","292,728,234.00","294,399,225.00","295,923,527.00","297,251,524.00","298,441,845.00","299,652,820.00","300,886,490.00","302,184,230.00","303,343,135.00","304,174,240.00","304,787,493.00","305,299,134.00","305,877,727.00","306,640,638.00","307,488,390.00","308,516,473.00","309,837,592.00","311,262,588.00","312,708,137.00","314,162,058.00","315,449,099.00","316,366,779.00","317,181,448.00","318,003,015.00","318,761,762.00","319,433,981.00","320,258,898.00","321,310,791.00","322,547,874.00","324,125,336.00","325,885,964.00","327,682,505.00","329,380,417.00","330,922,789.00","332,645,165.00","334,274,725.00","335,360,890.00","336,151,479.00","335,419,643.00","336,159,194.00","337,302,113.00","338,466,255.00","339,533,474.00","340,616,924.00","341,164,362.00","341,783,171.00",
Eritrea,ERI,"Population, total",SP.POP.TOTL,"1,007,590.00","1,033,328.00","1,060,486.00","1,088,854.00","1,118,159.00","1,148,189.00","1,178,875.00","1,210,302.00","1,242,635.00","1,276,123.00","1,310,945.00","1,347,176.00","1,384,797.00","1,423,761.00","1,463,983.00","1,505,439.00","1,547,975.00","1,591,620.00","1,636,769.00","1,683,939.00","1,733,416.00","1,784,561.00","1,836,823.00","1,890,558.00","1,946,305.00","2,003,937.00","2,064,794.00","2,127,422.00","2,185,605.00","2,231,141.00","2,258,653.00","2,266,358.00","2,257,596.00","2,238,626.00","2,218,430.00","2,204,222.00","2,196,464.00","2,195,179.00","2,206,432.00","2,237,405.00","2,292,416.00","2,374,722.00","2,481,058.00","2,600,973.00","2,719,803.00","2,826,659.00","2,918,205.00","2,996,536.00","3,062,779.00","3,119,920.00","3,170,435.00","3,213,972.00",,,,,,,,
Spain,ESP,"Population, total",SP.POP.TOTL,"30,455,000.00","30,739,250.00","31,023,366.00","31,296,651.00","31,609,195.00","31,954,292.00","32,283,194.00","32,682,947.00","33,113,134.00","33,441,054.00","33,814,531.00","34,224,490.00","34,604,469.00","34,988,947.00","35,373,335.00","35,757,900.00","36,137,812.00","36,511,638.00","36,864,898.00","37,191,330.00","37,491,165.00","37,758,631.00","37,986,012.00","38,171,525.00","38,330,364.00","38,469,512.00","38,584,624.00","38,684,815.00","38,766,939.00","38,827,764.00","38,867,322.00","38,966,376.00","39,157,685.00","39,361,262.00","39,549,108.00","39,724,050.00","39,889,852.00","40,057,389.00","40,223,509.00","40,386,875.00","40,567,864.00","40,850,412.00","41,431,558.00","42,187,645.00","42,921,895.00","43,653,155.00","44,397,319.00","45,226,803.00","45,954,106.00","46,362,946.00","46,576,897.00","46,742,697.00","46,773,055.00","46,620,045.00","46,480,882.00","46,444,832.00","46,483,569.00","46,593,236.00","46,723,749.00",
Estonia,EST,"Population, total",SP.POP.TOTL,"1,211,537.00","1,225,077.00","1,241,623.00","1,258,857.00","1,277,086.00","1,294,566.00","1,308,597.00","1,318,946.00","1,331,214.00","1,345,249.00","1,360,076.00","1,376,955.00","1,392,518.00","1,405,951.00","1,418,169.00","1,429,352.00","1,439,576.00","1,450,211.00","1,460,188.00","1,468,333.00","1,477,219.00","1,487,666.00","1,498,414.00","1,508,745.00","1,518,617.00","1,528,781.00","1,540,190.00","1,552,221.00","1,561,900.00","1,568,131.00","1,569,174.00","1,561,314.00","1,533,091.00","1,494,128.00","1,462,514.00","1,436,634.00","1,415,594.00","1,399,535.00","1,386,156.00","1,390,244.00","1,396,985.00","1,388,115.00","1,379,350.00","1,370,720.00","1,362,550.00","1,354,775.00","1,346,810.00","1,340,680.00","1,337,090.00","1,334,515.00","1,331,475.00","1,327,439.00","1,322,696.00","1,317,997.00","1,314,545.00","1,315,407.00","1,315,790.00","1,317,384.00","1,320,884.00",
Ethiopia,ETH,"Population, total",SP.POP.TOTL,"22,151,278.00","22,671,191.00","23,221,389.00","23,798,430.00","24,397,022.00","25,013,626.00","25,641,044.00","26,280,132.00","26,944,390.00","27,652,709.00","28,415,077.00","29,248,643.00","30,140,804.00","31,036,662.00","31,861,352.00","32,566,854.00","33,128,149.00","33,577,242.00","33,993,301.00","34,487,799.00","35,141,712.00","35,984,528.00","36,995,248.00","38,142,674.00","39,374,348.00","40,652,141.00","41,965,693.00","43,329,231.00","44,757,203.00","46,272,299.00","47,887,865.00","49,609,969.00","51,423,585.00","53,295,566.00","55,180,998.00","57,047,908.00","58,883,530.00","60,697,443.00","62,507,724.00","64,343,013.00","66,224,804.00","68,159,423.00","70,142,091.00","72,170,584.00","74,239,505.00","76,346,311.00","78,489,206.00","80,674,348.00","82,916,235.00","85,233,913.00","87,639,964.00","90,139,927.00","92,726,971.00","95,385,785.00","98,094,253.00","100,835,458.00","103,603,501.00","106,400,024.00","109,224,559.00",
European Union,EUU,"Population, total",SP.POP.TOTL,"409,306,076.00","412,798,418.00","416,450,473.00","420,166,491.00","423,850,244.00","427,380,782.00","430,687,619.00","433,861,577.00","436,817,143.00","439,658,725.00","441,986,158.00","444,288,192.00","447,081,048.00","449,719,264.00","452,179,363.00","454,542,377.00","456,685,457.00","458,618,982.00","460,468,272.00","462,298,836.00","464,225,439.00","465,947,860.00","467,248,876.00","468,335,580.00","469,368,776.00","470,497,179.00","471,780,193.00","473,103,906.00","474,581,370.00","476,149,867.00","477,725,565.00","479,155,422.00","480,544,294.00","482,059,744.00","483,264,869.00","484,222,373.00","485,063,813.00","485,855,012.00","486,597,004.00","487,497,959.00","488,221,138.00","489,015,301.00","490,252,423.00","492,063,516.00","494,028,141.00","495,983,155.00","497,844,869.00","499,790,863.00","501,683,669.00","503,194,070.00","504,298,777.00","504,005,894.00","505,096,232.00","506,597,697.00","508,193,856.00","509,717,579.00","511,218,529.00","512,191,098.00","513,213,363.00",
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,"120,335,436.00","123,102,643.00","125,989,185.00","128,998,464.00","132,146,262.00","135,443,764.00","138,901,311.00","142,517,806.00","146,274,765.00","150,149,071.00","154,125,870.00","158,184,120.00","162,336,872.00","166,632,061.00","171,143,908.00","175,913,811.00","180,973,468.00","186,282,227.00","191,732,730.00","197,176,457.00","202,506,212.00","207,706,419.00","212,817,642.00","217,875,296.00","222,933,368.00","228,049,054.00","233,189,187.00","238,381,626.00","243,809,801.00","249,707,879.00","258,210,292.00","265,557,410.00","273,554,015.00","281,936,725.00","290,328,995.00","298,467,311.00","306,246,158.00","313,764,396.00","321,010,137.00","328,377,495.00","336,293,932.00","344,736,362.00","353,568,055.00","362,707,108.00","372,022,500.00","381,419,066.00","390,889,972.00","400,456,806.00","410,146,920.00","419,986,678.00","430,002,303.00","440,218,679.00","450,626,774.00","461,192,790.00","471,835,322.00","482,530,732.00","493,290,951.00","504,119,229.00","515,215,936.00",
Finland,FIN,"Population, total",SP.POP.TOTL,"4,429,634.00","4,461,005.00","4,491,443.00","4,523,309.00","4,548,543.00","4,563,732.00","4,580,869.00","4,605,744.00","4,626,469.00","4,623,785.00","4,606,307.00","4,612,124.00","4,639,657.00","4,666,081.00","4,690,574.00","4,711,440.00","4,725,664.00","4,738,902.00","4,752,528.00","4,764,690.00","4,779,535.00","4,799,964.00","4,826,933.00","4,855,787.00","4,881,803.00","4,902,206.00","4,918,154.00","4,932,123.00","4,946,481.00","4,964,371.00","4,986,431.00","5,013,740.00","5,041,992.00","5,066,447.00","5,088,333.00","5,107,790.00","5,124,573.00","5,139,835.00","5,153,498.00","5,165,474.00","5,176,209.00","5,188,008.00","5,200,598.00","5,213,014.00","5,228,172.00","5,246,096.00","5,266,268.00","5,288,720.00","5,313,399.00","5,338,871.00","5,363,352.00","5,388,272.00","5,413,971.00","5,438,972.00","5,461,512.00","5,479,531.00","5,495,303.00","5,508,214.00","5,518,050.00",
Fiji,FJI,"Population, total",SP.POP.TOTL,"393,481.00","407,249.00","421,665.00","436,293.00","450,542.00","463,968.00","476,404.00","487,981.00","498,940.00","509,704.00","520,562.00","531,635.00","542,844.00","554,138.00","565,415.00","576,626.00","587,557.00","598,296.00","609,383.00","621,585.00","635,307.00","651,021.00","668,280.00","685,497.00","700,483.00","711,775.00","718,639.00","721,783.00","722,930.00","724,594.00","728,573.00","735,401.00","744,469.00","754,963.00","765,609.00","775,425.00","784,386.00","792,736.00","800,157.00","806,303.00","811,006.00","813,925.00","815,257.00","816,076.00","817,860.00","821,604.00","827,870.00","836,190.00","845,361.00","853,637.00","859,818.00","863,449.00","865,069.00","865,608.00","866,453.00","868,627.00","872,399.00","877,459.00","883,483.00",
France,FRA,"Population, total",SP.POP.TOTL,"46,621,669.00","47,240,543.00","47,904,877.00","48,582,611.00","49,230,595.00","49,818,028.00","50,330,262.00","50,775,794.00","51,175,508.00","51,561,836.00","51,957,738.00","52,371,342.00","52,793,138.00","53,207,734.00","53,592,233.00","53,931,390.00","54,220,022.00","54,467,702.00","54,691,851.00","54,917,118.00","55,161,527.00","55,430,296.00","55,718,933.00","56,023,770.00","56,337,666.00","56,654,696.00","56,976,123.00","57,302,663.00","57,627,105.00","57,940,212.00","58,235,697.00","58,559,311.00","58,851,217.00","59,106,768.00","59,327,192.00","59,541,899.00","59,753,100.00","59,964,851.00","60,186,288.00","60,496,718.00","60,912,500.00","61,357,430.00","61,805,267.00","62,244,886.00","62,704,895.00","63,179,351.00","63,621,381.00","64,016,225.00","64,374,984.00","64,707,040.00","65,027,507.00","65,342,780.00","65,659,809.00","65,998,687.00","66,316,100.00","66,593,366.00","66,859,768.00","66,865,144.00","66,987,244.00",
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,"34,615.00","35,076.00","35,524.00","35,969.00","36,406.00","36,847.00","37,278.00","37,705.00","38,124.00","38,570.00","39,009.00","39,458.00","39,925.00","40,387.00","40,850.00","41,299.00","41,722.00","42,134.00","42,538.00","42,936.00","43,337.00","43,725.00","44,108.00","44,488.00","44,891.00","45,330.00","45,818.00","46,349.00","46,830.00","47,166.00","47,274.00","47,120.00","46,739.00","46,266.00","45,856.00","45,625.00","45,615.00","45,796.00","46,096.00","46,436.00","46,735.00","46,997.00","47,233.00","47,432.00","47,600.00","47,722.00","47,792.00","47,825.00","47,820.00","47,808.00","47,814.00","47,823.00","47,843.00","47,892.00","47,960.00","48,051.00","48,173.00","48,331.00","48,497.00",
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,"44,514.00","45,932.00","47,367.00","48,855.00","50,468.00","52,227.00","54,192.00","56,307.00","58,388.00","60,145.00","61,417.00","62,082.00","62,279.00","62,270.00","62,455.00","63,128.00","64,361.00","66,082.00","68,194.00","70,517.00","72,930.00","75,423.00","78,012.00","80,629.00","83,195.00","85,640.00","87,905.00","89,979.00","91,985.00","94,057.00","96,301.00","98,770.00","101,389.00","103,915.00","106,030.00","107,529.00","108,321.00","108,480.00","108,208.00","107,781.00","107,402.00","107,173.00","107,030.00","106,901.00","106,625.00","106,129.00","105,371.00","104,444.00","103,543.00","102,975.00","102,911.00","103,450.00","104,506.00","105,926.00","107,446.00","108,895.00","110,215.00","111,459.00","112,640.00",
Gabon,GAB,"Population, total",SP.POP.TOTL,"500,928.00","505,799.00","511,287.00","517,580.00","524,895.00","533,361.00","543,112.00","554,059.00","565,766.00","577,646.00","589,314.00","600,613.00","611,704.00","622,920.00","634,742.00","647,536.00","661,402.00","676,255.00","692,077.00","708,788.00","726,328.00","744,696.00","763,930.00","784,061.00","805,115.00","827,108.00","850,048.00","873,867.00","898,469.00","923,711.00","949,488.00","975,783.00","1,002,579.00","1,029,778.00","1,057,255.00","1,084,946.00","1,112,955.00","1,141,338.00","1,170,061.00","1,199,052.00","1,228,360.00","1,258,003.00","1,288,315.00","1,319,953.00","1,353,795.00","1,390,549.00","1,430,152.00","1,472,575.00","1,518,540.00","1,568,928.00","1,624,140.00","1,684,635.00","1,749,682.00","1,817,071.00","1,883,800.00","1,947,686.00","2,007,873.00","2,064,823.00","2,119,275.00",
United Kingdom,GBR,"Population, total",SP.POP.TOTL,"52,400,000.00","52,800,000.00","53,250,000.00","53,650,000.00","54,000,000.00","54,348,050.00","54,648,500.00","54,943,600.00","55,211,700.00","55,441,750.00","55,663,250.00","55,896,223.00","56,086,065.00","56,194,527.00","56,229,974.00","56,225,800.00","56,211,968.00","56,193,492.00","56,196,504.00","56,246,951.00","56,314,216.00","56,333,829.00","56,313,641.00","56,332,848.00","56,422,072.00","56,550,268.00","56,681,396.00","56,802,050.00","56,928,327.00","57,076,711.00","57,247,586.00","57,424,897.00","57,580,402.00","57,718,614.00","57,865,745.00","58,019,030.00","58,166,950.00","58,316,954.00","58,487,141.00","58,682,466.00","58,892,514.00","59,119,673.00","59,370,479.00","59,647,577.00","59,987,905.00","60,401,206.00","60,846,820.00","61,322,463.00","61,806,995.00","62,276,270.00","62,766,365.00","63,258,918.00","63,700,300.00","64,128,226.00","64,613,160.00","65,128,861.00","65,595,565.00","66,058,859.00","66,488,991.00",
Georgia,GEO,"Population, total",SP.POP.TOTL,"3,645,600.00","3,703,600.00","3,760,300.00","3,816,100.00","3,870,300.00","3,921,600.00","3,966,700.00","4,005,800.00","4,042,300.00","4,080,300.00","4,119,900.00","4,163,000.00","4,205,300.00","4,242,500.00","4,279,500.00","4,311,200.00","4,342,400.00","4,372,100.00","4,397,700.00","4,430,200.00","4,467,700.00","4,504,500.00","4,542,800.00","4,582,900.00","4,622,200.00","4,662,900.00","4,704,500.00","4,743,500.00","4,790,700.00","4,803,300.00","4,802,000.00","4,835,900.00","4,873,500.00","4,911,100.00","4,836,076.00","4,657,722.00","4,491,699.00","4,349,913.00","4,243,607.00","4,157,192.00","4,077,131.00","4,014,373.00","3,978,515.00","3,951,736.00","3,927,340.00","3,902,469.00","3,880,347.00","3,860,158.00","3,848,449.00","3,814,419.00","3,786,695.00","3,756,441.00","3,728,874.00","3,717,668.00","3,719,414.00","3,725,276.00","3,727,505.00","3,728,004.00","3,731,000.00",
Ghana,GHA,"Population, total",SP.POP.TOTL,"6,635,230.00","6,848,295.00","7,071,971.00","7,300,116.00","7,524,472.00","7,739,473.00","7,941,412.00","8,132,803.00","8,321,770.00","8,520,015.00","8,735,495.00","8,973,244.00","9,229,631.00","9,493,556.00","9,749,104.00","9,985,946.00","10,199,165.00","10,395,452.00","10,590,261.00","10,805,314.00","11,056,116.00","11,348,289.00","11,676,823.00","12,033,575.00","12,405,660.00","12,783,613.00","13,164,837.00","13,552,021.00","13,947,042.00","14,353,410.00","14,773,277.00","15,207,367.00","15,653,336.00","16,106,765.00","16,561,674.00","17,014,057.00","17,462,496.00","17,908,985.00","18,357,156.00","18,812,359.00","19,278,856.00","19,756,928.00","20,246,381.00","20,750,299.00","21,272,323.00","21,814,642.00","22,379,055.00","22,963,946.00","23,563,825.00","24,170,940.00","24,779,619.00","25,387,710.00","25,996,449.00","26,607,642.00","27,224,472.00","27,849,205.00","28,481,946.00","29,121,471.00","29,767,108.00",
Gibraltar,GIB,"Population, total",SP.POP.TOTL,"23,420.00","23,813.00","24,313.00","24,889.00","25,479.00","26,073.00","26,633.00","27,173.00","27,685.00","28,166.00","28,606.00","29,006.00","29,358.00","29,650.00","29,886.00","30,067.00","30,180.00","30,234.00","30,232.00","30,169.00","30,065.00","29,902.00","29,691.00","29,482.00","29,283.00","29,154.00","29,094.00","29,115.00","29,159.00","29,187.00","29,147.00","29,022.00","28,840.00","28,675.00","28,602.00","28,692.00","28,971.00","29,408.00","29,947.00","30,529.00","31,077.00","31,602.00","32,102.00","32,555.00","32,928.00","33,219.00","33,417.00","33,517.00","33,559.00","33,565.00","33,585.00","33,612.00","33,646.00","33,692.00","33,725.00","33,736.00","33,737.00","33,728.00","33,718.00",
